date,institute,source,sample,feldzeit,oevp,spoe,fpoe,gruene,neos,pilz,bzoe,stronach,others
07.04.2017,GfK,TT,2000.0,01.03.-01.04.2017,23.5,29.5,27.5,10.5,4.5,,,,
13.04.2017,Research Affairs,Österreich,602.0,11.-13.04.2017,21.0,30.0,32.0,9.0,5.0,,,,
20.04.2017,IMAS,Krone,1003.0,,26.0,26.0,27.0,14.0,,,,,5.0
21.04.2017,Spectra,Oberösterreichische Nachrichten,1502.0,19.01.-26.03.2017,21.0,28.0,30.0,12.0,4.0,,,1.0,
27.04.2017,Unique Research,Profil,500.0,19.-25.04.2017,23.0,28.0,32.0,9.0,6.0,,,,
28.04.2017,Research Affairs,Österreich,600.0,26.-27.04.2017,34.0,23.0,25.0,9.0,6.0,,,,
08.05.2017,market,Standard,400.0,03.-05.05.2017,21.0,28.0,29.0,11.0,7.0,,,1.0,
13.05.2017,Ifes,Krone,1200.0,09.-12.05.2017,28.0,28.0,26.0,12.0,5.0,,,,
18.05.2017,Research Affairs,Österreich,600.0,16.-18.05.2017,35.0,20.0,26.0,9.0,7.0,,,,
19.05.2017,Unique Research,Heute,800.0,15.-18.05.2017,33.0,26.0,26.0,8.0,5.0,,,1.0,
20.05.2017,Unique Research,Profil,500.0,15.-19.05.2017,33.0,27.0,26.0,8.0,5.0,,,,
21.05.2017,OGM,Kurier,800.0,16.-18.05.2017,31.0,28.0,26.0,9.0,4.0,,,,
26.05.2017,market,Standard,801.0,19.-23.05.2017,32.0,27.0,25.0,9.0,5.0,,,,
03.06.2017,Research Affairs,Österreich,600.0,30.05.-02.06.2017,34.0,21.0,26.0,10.0,6.0,,,,
09.06.2017,Hajek,ATV,704.0,01.-08.06.2017,34.0,26.0,24.0,9.0,5.0,,,,
15.06.2017,Research Affairs,Österreich,600.0,13.-15.06.2017,33.0,22.0,26.0,10.0,5.0,,,,
24.06.2017,Unique Research,Profil,500.0,19.-23.06.2017,32.0,28.0,25.0,8.0,5.0,,,,
25.06.2017,market,Standard,800.0,,33.0,26.0,24.0,9.0,4.0,,,,
29.06.2017,Research Affairs,Österreich,600.0,27.-29.06.2017,33.0,23.0,25.0,9.0,6.0,,,,
06.07.2017,Research Affairs,Österreich,600.0,04.-06.07.2017,34.0,23.0,25.0,6.0,4.0,,,,5.0
08.07.2017,Spectra,Oberösterreichische Nachrichten,1010.0,07.-29.06.2017,30.0,23.0,27.0,9.0,5.0,,,2.0,4.0
10.07.2017,Ifes,Krone,804.0,26.06.-04.07.2017,34.0,31.0,22.0,8.0,4.0,,,,2.0
16.07.2017,GfK,Kurier,1000.0,11.-12.07.2017,32.0,25.0,22.0,7.5,5.0,6.5,,,
19.07.2017,IMAS,Krone,1027.0,13.06.-14.07.2017,35.0,25.0,24.0,11.0,3.0,,,,2.0
21.07.2017,Research Affairs,Österreich,600.0,18.-20.07.2017,33.0,24.0,23.0,6.0,5.0,4.0,,,5.0
21.07.2017,Matzka,News,800.0,05.-12.07.2017,32.0,26.0,27.0,6.0,6.0,,,,1.0
23.07.2017,OGM,Kurier,503.0,19.-21.07.2017,32.0,26.0,26.0,7.0,5.0,2.0,,,
29.07.2017,Unique Research,Profil,500.0,24.-27.07.2017,33.0,26.0,22.0,7.0,6.0,5.0,,,
04.08.2017,Research Affairs,Österreich,600.0,31.07.-02.08.2017,34.0,23.0,23.0,7.0,5.0,4.0,,,
09.08.2017,market,Standard,802.0,31.07.-03.08.2017,33.0,25.0,24.0,7.0,5.0,4.0,,,
13.08.2017,GfK,Kurier,1000.0,31.07.-08.08.2017,32.0,25.0,22.0,6.0,5.0,6.0,,,
14.08.2017,AKonsult,Mein Bezirk,603.0,28.07.-04.08.2017,32.0,25.0,25.0,6.0,5.0,7.0,,,
17.08.2017,Research Affairs,Österreich,600.0,14.-15.08.2017,34.0,22.0,24.0,7.0,5.0,5.0,,,1.0
18.08.2017,Hajek,ATV,700.0,09.-16.08.2017,32.0,27.0,24.0,5.0,6.0,4.0,,,
25.08.2017,Research Affairs,Österreich,600.0,21.-23.08.2017,33.0,22.0,23.0,7.0,5.0,6.0,,,
26.08.2017,Unique Research,Profil,500.0,21.-25.08.2017,33.0,25.0,23.0,4.0,6.0,6.0,,,
01.09.2017,Research Affairs,Österreich,400.0,30.-31.08.2017,33.0,23.0,24.0,7.0,5.0,5.0,,,
01.09.2017,Unique Research,Heute,800.0,24.-30.08.2017,33.0,24.0,23.0,6.0,5.0,5.0,,,
08.09.2017,Research Affairs,Österreich,600.0,05.-06.09.2017,33.0,24.0,24.0,6.0,5.0,5.0,,,
10.09.2017,OGM,Kurier,805.0,05.-09.09.2017,33.0,25.0,25.0,5.0,5.0,5.0,,,
11.09.2017,market,Standard,814.0,05.-06.09.2017,33.0,26.0,24.0,4.0,5.0,5.0,,,
15.09.2017,Research Affairs,Österreich,600.0,12.-14.09.2017,33.0,24.0,25.0,5.0,5.0,5.0,,,
17.09.2017,IMAS,Krone,1033.0,17.08.-11.09.2017,34.0,23.0,24.0,8.0,4.0,4.0,,,3.0
21.09.2017,Research Affairs,Österreich,600.0,19.-21.09.2017,33.0,24.0,25.0,6.0,6.0,4.0,,,2.0
23.09.2017,Unique Research,Profil,500.0,18.-22.09.2017,33.0,24.0,24.0,5.0,5.0,5.0,,,4.0
24.09.2017,OGM,Kurier,803.0,19.-21.09.2017,33.0,26.0,25.0,5.0,5.0,4.0,,,2.0
29.09.2017,Matzka,News,800.0,15.-22.09.2017,32.0,26.0,25.0,4.0,5.0,5.0,,,3.0
29.09.2017,Unique Research,Heute/ATV,1500.0,21.-28.09.2017,34.0,27.0,25.0,4.0,4.0,4.0,,,2.0
30.09.2017,Spectra,Oberösterreichische Nachrichten,900.0,06.-26.09.2017,33.0,22.0,27.0,6.0,4.0,5.0,,,3.0
01.10.2017,Research Affairs,Österreich,1000.0,25.-28.09.2017,33.0,24.0,26.0,5.0,6.0,4.0,,,2.0
05.10.2017,Research Affairs,Österreich,600.0,02.-04.10.2017,34.0,22.0,27.0,5.0,6.0,4.0,,,2.0
06.10.2017,market,Standard,813.0,02.-03.10.2017,33.0,23.0,25.0,5.0,5.0,6.0,,,3.0
08.10.2017,OGM,Kurier,1002.0,29.09.-05.10.2017,33.0,27.0,25.0,4.0,5.0,4.0,,,2.0
09.10.2017,Research Affairs,Österreich,1000.0,06.-08.10.2017,33.0,23.0,27.0,5.0,6.0,5.0,,,1.0
09.11.2017,Research Affairs,Österreich,600.0,07.-09.11.2017,33.0,27.0,27.0,5.0,4.0,2.0,,,
13.11.2017,market,Standard,1030.0,06.-09.11.2017,31.0,28.0,26.0,4.0,5.0,4.0,,,
18.11.2017,Unique Research,Profil,500.0,13.-17.11.2017,32.0,28.0,24.0,6.0,6.0,2.0,,,
03.12.2017,Research Affairs,Österreich,600.0,21.-23.11.2017,32.0,27.0,27.0,4.0,4.0,2.0,,,
10.12.2017,market,Standard,814.0,01.-06.12.2017,32.0,26.0,26.0,5.0,6.0,3.0,,,
16.12.2017,Unique Research,Profil,500.0,11.-13.12.2017,31.0,27.0,26.0,3.0,8.0,3.0,,,
23.12.2017,Research Affairs,Österreich,600.0,18.-20.11.2017,32.0,26.0,28.0,3.0,6.0,2.0,,,
11.01.2018,Research Affairs,Österreich,1020.0,04.-10.01.2018,31.0,27.0,27.0,4.0,6.0,2.0,,,
20.01.2018,Unique Research,Profil,500.0,15.-19.01.2018,34.0,27.0,25.0,4.0,6.0,3.0,,,
27.01.2018,Research Affairs,Österreich,997.0,18.-24.01.2018,31.0,27.0,26.0,4.0,6.0,3.0,,,
08.02.2018,Research Affairs,Österreich,1001.0,01.-08.02.2018,31.0,26.0,25.0,5.0,6.0,3.0,,,
17.02.2018,Unique Research,Profil,500.0,11.-16.02.2018,33.0,26.0,26.0,5.0,7.0,2.0,,,
22.02.2018,Research Affairs,Österreich,1010.0,15.-21.02.2018,31.0,26.0,24.0,5.0,7.0,3.0,,,
